orden_key,supplier_key,id,item_key,date_key,qty,net_rate,base_net_amount
PUR-ORD-2023-00720,PROSE0001,f2892b8350,3,2022-10-05,13,7455.63,573.51
,,79030f12a4,90,2022-10-05,10,5944.6,594.46
,,ee8a2e7eb1,220,2022-10-05,12,7999.08,666.59
,,a490ae6423,87,2022-10-05,10,6009.2,600.92
PUR-ORD-2023-00719,ADATUM0001,35462f9d2b,137,2021-03-31,15,4987.8,332.52
,,29104e0cb2,34,2021-03-31,20,7214.4,360.72
,,8a90597f10,141,2021-03-31,23,7309.63,317.81
PUR-ORD-2023-00718,ELECTRON0001,763322346e,142,2021-02-24,7,17383.66,2483.38
,,f41346b27c,105,2021-02-24,18,41635.26,2313.07
,,6bd6157104,200,2021-02-24,2,923.82,461.91
PUR-ORD-2023-00717,ADATUM0001,4032960646,241,2022-10-04,7,10749.34,1535.62
,,3c25cf9862,69,2022-10-04,10,5111,511.1
,,7e73972d30,133,2022-10-04,6,24353.94,4058.99
,,d766de399d,12,2022-10-04,10,5960.5,596.05
PUR-ORD-2023-00716,LITWARE0001,930cd43627,4,2021-11-19,17,36187.39,2128.67
,,079393bc54,5,2021-11-19,15,26104.65,1740.31
,,43f9c820f0,11,2021-11-19,10,16022.1,1602.21
PUR-ORD-2023-00715,PROSE0001,da31b69a22,106,2021-11-17,5,2725.95,545.19
,,ffe1e59a88,123,2021-11-17,10,26280.6,2628.06
,,21cdf1553b,110,2021-11-17,9,25069.95,2785.55
PUR-ORD-2023-00714,SUPERSAL0001,955333c31d,163,2022-10-03,7,11948.65,1706.95
,,61ab03d17d,8,2022-10-03,10,5354.7,535.47
,,242b7ff24b,124,2022-10-03,10,4531.4,453.14
,,d2a79bc69c,2,2022-10-03,5,10722,2144.4
,,e1edd668f1,102,2022-10-03,6,10342.98,1723.83
PUR-ORD-2023-00713,ADATUM0001,a9e1196c71,27,2021-09-30,20,11468.2,573.41
,,e7ce9960a6,73,2021-09-30,15,10712.25,714.15
,,88e1877fe4,70,2021-09-30,10,5811.6,581.16
PUR-ORD-2023-00712,TREYRE0001,df97126593,161,2022-09-30,8,10750.72,1343.84
,,9dc281b51c,12,2022-09-30,10,5960.5,596.05
,,0962cbb19a,88,2022-09-30,10,6332.9,633.29
,,9e5f7e6f2b,19,2022-09-30,7,10356.92,1479.56
PUR-ORD-2023-00711,LITWARE0001,25f91e8efd,42,2022-09-28,15,3936,262.4
,,ceab6aae5c,110,2022-09-28,7,19498.85,2785.55
,,314c6b5578,5,2022-09-28,7,12182.17,1740.31
,,6df2b481ee,11,2022-09-28,5,8011.05,1602.21
PUR-ORD-2023-00710,ANDERSON0001,f85acbed34,72,2022-11-24,15,6328.5,421.9
,,6f85183fa1,80,2022-11-24,10,3997.7,399.77
,,d2cc62b908,132,2022-11-24,7,3370.92,481.56
PUR-ORD-2023-00709,INTEGRAT0001,66c8cd4fb5,193,2022-09-27,12,6049.68,504.14
,,a06b262822,31,2022-09-27,15,5778.6,385.24
,,ef62e57c42,172,2022-09-27,12,3706.08,308.84
PUR-ORD-2023-00708,ILLINOIS0001,8ef5b75bd3,211,2021-12-28,15,13035.45,869.03
,,2f800661ba,210,2021-12-28,17,14548.94,855.82
,,cba0a520f2,54,2021-12-28,1,914.52,914.52
PUR-ORD-2023-00707,ELECTRON0001,5198900151,221,2022-09-23,10,5350.3,535.03
,,e4de2e6e34,87,2022-09-23,10,6009.2,600.92
,,9a1d9b2d97,238,2022-09-23,15,7815.45,521.03
,,20f856ff03,62,2022-09-23,13,8140.86,626.22
PUR-ORD-2023-00706,ANDERSON0001,e42710ede4,212,2021-10-22,12,16381.56,1365.13
,,efc0ceaf29,166,2021-10-22,6,7001.34,1166.89
,,2d8fb262ae,218,2021-10-22,17,20298.51,1194.03
PUR-ORD-2023-00705,ANDERSON0001,241129916d,182,2022-09-21,8,6392.4,799.05
,,42da92e634,108,2022-09-21,10,7531.8,753.18
,,8a434dcc49,6,2022-09-21,10,7023.5,702.35
,,0f77ea3d07,223,2022-09-21,8,5153.52,644.19
PUR-ORD-2023-00704,ANDERSON0001,d40bd71d81,242,2021-08-23,14,21277.9,1519.85
,,0f8538a0e0,243,2021-08-23,16,19609.44,1225.59
,,951a931e40,19,2021-08-23,18,26632.08,1479.56
PUR-ORD-2023-00703,ELECTRON0001,9ce4ee6322,131,2022-01-31,15,3359.85,223.99
,,dac2c1c5da,139,2022-01-31,36,1945.08,54.03
,,6bbbcae972,229,2022-01-31,3,852.69,284.23
,,fee8084ef3,230,2022-01-31,10,1132.9,113.29
,,717fe2eb54,231,2022-01-31,12,4296.72,358.06
PUR-ORD-2023-00702,INTEGRAT0001,ce2f63a922,44,2022-10-06,59,2488.62,42.18
,,481437078c,50,2022-10-06,9,64112.94,7123.66
,,3ff7252600,130,2022-10-06,60,5505.6,91.76
PUR-ORD-2023-00701,LITWARE0001,3c8a14ca98,160,2021-12-22,5,7701.75,1540.35
,,351f091c7b,163,2021-12-22,8,13655.6,1706.95
,,960f50c23b,241,2021-12-22,9,13820.58,1535.62
PUR-ORD-2023-00700,BUSINESS0001,96076d4662,19,2022-09-19,6,8877.36,1479.56
,,b27aa53e6d,211,2022-09-19,10,8690.3,869.03
,,50660c854d,73,2022-09-19,10,7141.5,714.15
,,d9baab1381,4,2022-09-19,5,10643.35,2128.67
PUR-ORD-2023-00699,BUSINESS0001,7a3ab3a9cb,22,2022-03-02,60,3697.8,61.63
,,708ad27179,23,2022-03-02,48,3481.92,72.54
,,da136c04da,33,2022-03-02,36,1360.08,37.78
,,3d1e7a3fe8,44,2022-03-02,22,927.96,42.18
,,317ea6bc96,50,2022-03-02,6,42741.96,7123.66
PUR-ORD-2023-00698,INTEGRAT0001,430696160d,98,2021-09-26,10,17814.7,1781.47
,,410b0d6e66,102,2021-09-26,12,20685.96,1723.83
,,f013a72fde,159,2021-09-26,11,16491.86,1499.26
PUR-ORD-2023-00697,BUSINESS0001,27bb458b1b,184,2022-09-16,10,7069.9,706.99
,,d6312990ea,133,2022-09-16,4,16235.96,4058.99
,,15cc182742,91,2022-09-16,10,17935.3,1793.53
PUR-ORD-2023-00696,ILLINOIS0001,dfba85f0a0,26,2022-08-31,10,1578.1,157.81
,,4f9c464c9e,104,2022-08-31,52,3177.2,61.1
,,517f79dbe1,135,2022-08-31,36,3347.28,92.98
,,e03aa38c66,284,2022-08-31,16,650.08,40.63
PUR-ORD-2023-00695,ELECTRON0001,d2a152503a,46,2021-06-01,5,9625.65,1925.13
,,64c32f15bd,47,2021-06-01,15,31523.85,2101.59
,,1.327425E+090,91,2021-06-01,5,8967.65,1793.53
PUR-ORD-2023-00694,PROSE0001,cadd4c56bf,126,2022-02-19,10,5109.3,510.93
,,f779a61905,101,2022-02-19,15,7076.7,471.78
,,9a9c363950,24,2022-02-19,42,2013.06,47.93
,,a9d487785b,25,2022-02-19,55,4838.9,87.98
PUR-ORD-2023-00693,ADATUM0001,8cbff27d12,96,2021-12-31,22,2257.64,102.62
,,1038b3ed22,261,2021-12-31,10,13306.2,1330.62
,,44c22768a4,279,2021-12-31,5,5699.35,1139.87
PUR-ORD-2023-00692,ELECTRON0002,39c2fd8008,123,2022-09-14,7,18396.42,2628.06
,,411d2a4af9,70,2022-09-14,10,5811.6,581.16
,,13023469ab,39,2022-09-14,10,2254.7,225.47
,,db6c865b1c,150,2022-09-14,10,2239.2,223.92
PUR-ORD-2023-00691,ADATUM0001,4dcf0b76e3,101,2022-09-30,10,4717.8,471.78
,,2134352d85,24,2022-09-30,25,1198.25,47.93
,,ee5d08d20b,25,2022-09-30,60,5278.8,87.98
,,14e4804abf,26,2022-09-30,5,789.05,157.81
,,ed804d0469,104,2022-09-30,45,2749.5,61.1
PUR-ORD-2023-00690,ILLINOIS0001,7683cf7674,104,2022-09-13,15,916.5,61.1
,,6bd9f9202d,285,2022-09-13,13,3382.99,260.23
,,89d08dd99b,33,2022-09-13,15,566.7,37.78
,,57708d78fc,273,2022-09-13,15,4709.4,313.96
,,426ffee7bb,133,2022-09-13,5,20294.95,4058.99
PUR-ORD-2023-00689,LITWARE0001,9b6bb68a59,117,2022-01-28,15,9264.3,617.62
,,146c046b69,78,2022-01-28,1,517.78,517.78
,,fc6ab5bb02,204,2022-01-28,8,4373.12,546.64
,,61f86e8e28,7,2022-01-28,5,3012,602.4
PUR-ORD-2023-00688,ANDERSON0001,faeb69bde5,14,2022-05-27,10,6336.5,633.65
,,246ff7c9be,115,2022-05-27,15,8485.95,565.73
,,76dbf48d90,17,2022-05-27,3,1786.26,595.42
,,a57cfa9998,117,2022-05-27,5,3088.1,617.62
PUR-ORD-2023-00687,INTERNAT0001,7d020aa314,17,2022-09-12,13,7740.46,595.42
,,4cc8b7a014,78,2022-09-12,10,5177.8,517.78
,,b512f412df,201,2022-09-12,10,5669.8,566.98
,,b975876335,24,2022-09-12,15,718.95,47.93
PUR-ORD-2023-00686,PROSE0001,f71fc2bd2c,18,2022-09-09,12,7248.48,604.04
,,1125b5e4bd,125,2022-09-09,10,5940.4,594.04
,,5c47f13d75,21,2022-09-09,10,6098.9,609.89
,,417d06ad24,13,2022-09-09,12,7423.56,618.63
PUR-ORD-2023-00685,ADATUM0001,2370873f7d,121,2019-01-25,12,7238.64,603.22
,,def8b6b276,20,2019-01-25,4,2466.12,616.53
,,66366f7d9a,109,2019-01-25,11,6437.86,585.26
,,0b375cfab8,13,2019-01-25,8,4949.04,618.63
PUR-ORD-2023-00684,ADATUM0001,f5618045af,151,2022-09-08,10,2070.8,207.08
,,f64b63dd2c,37,2022-09-08,7,7480.62,1068.66
,,8bc0e7c976,196,2022-09-08,10,8219.1,821.91
,,398b940e2a,67,2022-09-08,10,7089.1,708.91
PUR-ORD-2023-00683,ELECTRON0001,17d33bd0c6,128,2022-10-28,12,7805.76,650.48
,,4e9a5c0149,129,2022-10-28,5,3047.65,609.53
,,7987f60c8c,116,2022-10-28,9,5088.51,565.39
PUR-ORD-2023-00682,ADATUM0001,3efde16c23,276,2022-01-21,12,10410.24,867.52
,,a789b934e5,196,2022-01-21,10,8219.1,821.91
,,14ebeb7191,272,2022-01-21,9,7506.54,834.06
PUR-ORD-2023-00681,ADATUM0001,01de5d7ab2,35,2022-02-18,9,10185.12,1131.68
,,559c66a6a3,36,2022-02-18,14,12781.72,912.98
,,719e07e748,37,2022-02-18,6,6411.96,1068.66
,,016ae74c81,38,2022-02-18,2,2039.02,1019.51
PUR-ORD-2023-00680,ILLINOIS0001,c05806dc23,37,2019-01-26,8,8549.28,1068.66
,,b4225e3d37,38,2019-01-26,4,4078.04,1019.51
,,1da009319e,276,2019-01-26,15,13012.8,867.52
PUR-ORD-2023-00679,INTERNAT0001,cfd2161694,265,2019-09-04,3,3490.47,1163.49
,,ff8ae8c277,279,2019-08-07,5,5699.35,1139.87
,,64c891bcbc,35,2019-08-07,7,7921.76,1131.68
PUR-ORD-2023-00678,ADATUM0001,9e539a9e20,96,2019-10-11,10,1026.2,102.62
,,17be8d69b8,261,2019-10-11,9,11972.34,1330.26
,,8f6428db5a,262,2019-10-11,5,5259.85,1051.97
,,3dc7647816,265,2019-10-11,3,3490.47,1163.49
PUR-ORD-2023-00677,INTEGRAT0001,5793d2ed5f,172,2020-07-24,10,3088.4,308.84
,,28bd408096,173,2020-07-24,5,1321.75,264.35
,,40a9c1f269,247,2020-07-24,4,964.6,241.15
,,b6e92add20,251,2020-07-24,3,716.4,238.8
PUR-ORD-2023-00676,INTEGRAT0001,93d888496e,40,2020-12-25,15,3681,245.4
,,95dd0880ca,41,2020-12-25,11,2547.38,231.58
,,509851f365,42,2020-12-25,8,2099.2,262.4
,,2d5f51af97,43,2020-12-25,6,1596.9,266.15
PUR-ORD-2023-00675,LITWARE0001,405ebd857d,261,2021-08-11,14,18623.64,1330.26
,,cf19e7a5d7,262,2021-08-11,12,12623.64,1051.97
,,230339af8f,265,2021-08-11,5,5817.45,1163.49
PUR-ORD-2023-00674,PROSE0001,fbfc980beb,288,2020-08-03,10,2558.6,255.86
,,4418f9ed9b,227,2020-08-03,15,3267.45,217.83
,,78cffe7c2b,39,2020-08-03,9,2029.23,225.47
PUR-ORD-2023-00673,ELECTRON0001,acea6ed5f0,146,2021-05-26,5,1171.3,234.26
,,4419e7d411,147,2021-05-26,10,2406.2,240.62
,,ef57201891,148,2021-05-26,5,1063.45,212.69
PUR-ORD-2023-00672,INTEGRAT0001,503db7215d,40,2020-10-03,15,3681,245.4
,,c8a4ad8f15,41,2020-10-03,10,2315.8,231.58
,,e4680329e5,42,2020-10-03,3,787.2,262.4
,,616f317782,43,2020-10-03,13,3459.95,266.15
PUR-ORD-2023-00671,LITWARE0001,7f6aec5f44,193,2021-02-27,5,2520.7,504.14
,,0b3ac03c58,271,2021-02-27,10,4150,415
,,e0e661aec9,274,2021-02-27,24,8754.96,364.79
PUR-ORD-2023-00670,ILLINOIS0001,334b0187f2,189,2021-12-23,12,6984.24,582.02
,,55272f6ff1,191,2021-12-23,5,2404.45,480.89
,,dcb24d2c10,63,2021-12-23,4,1836,459
PUR-ORD-2023-00669,PROSE0001,cdef929fb2,190,2021-11-17,9,5978.61,664.29
,,525a50a8f4,62,2021-11-17,22,13776.84,626.22
,,7d141c68e8,189,2021-11-17,12,6984.24,582.02
PUR-ORD-2023-00668,INTERNAT0001,2f140c27f6,237,2021-06-08,20,12106,605.3
,,1b5b6547f2,238,2021-06-08,25,13025.75,521.03
,,6dbdf25155,239,2021-06-08,15,8326.05,555.07
,,1db976ea94,193,2021-06-08,3,1512.42,504.14
PUR-ORD-2023-00667,ELECTRON0002,09a48321fb,41,2020-01-25,15,3473.7,231.58
,,b97d7d2fee,42,2020-01-25,11,2886.4,262.4
,,d4e8c1f741,43,2020-01-25,9,2395.35,266.15
,,b066e3cf44,134,2020-01-25,8,2018.48,252.31
PUR-ORD-2023-00666,PROSE0001,c18332898f,288,2020-04-24,10,2558.6,255.86
,,9ec6124526,227,2020-04-24,15,3267.45,217.83
,,7ea3c9fa50,39,2020-04-24,13,2931.11,225.47
PUR-ORD-2023-00665,ELECTRON0002,6dcb17f014,285,2021-07-31,4,1040.92,260.23
,,ed90985328,131,2021-07-31,14,3135.86,223.99
,,0c3fa116ee,26,2021-07-31,10,1578.1,157.81
PUR-ORD-2023-00664,ELECTRON0002,ec1c82d4b5,44,2021-08-20,24,1012.32,42.18
,,dfbb085c86,139,2021-08-20,21,1134.63,54.03
,,f345f405db,22,2021-08-20,12,739.56,61.63
PUR-ORD-2023-00663,INTERNAT0001,4c539240f2,20,2021-12-05,20,12330.6,616.53
,,2a3dc66d7c,50,2021-12-05,15,106854.9,7123.66
,,05a766ef47,131,2021-12-05,5,1119.95,223.99
PUR-ORD-2023-00662,INTEGRAT0001,ec07360a71,142,2021-03-30,7,17383.66,2483.38
,,2289480a51,5,2021-03-30,10,17403.1,1740.31
,,4e4331ffba,133,2021-03-30,3,12176.97,4058.99
PUR-ORD-2023-00661,ELECTRON0001,d52d7c1e19,39,2021-09-13,5,1127.35,225.47
,,3383ff56b1,40,2021-02-19,6,1472.4,245.4
,,4c4c3e72c4,41,2021-02-19,8,1852.64,231.58
PUR-ORD-2023-00660,ELECTRON0002,48edbe3601,31,2021-06-27,5,1926.2,385.24
,,21a5fcbde2,84,2021-06-27,10,3323.8,332.38
,,f45c63b695,4,2021-06-27,20,5786.6,289.33
PUR-ORD-2023-00659,ADATUM0001,ff2afdad49,287,2021-09-25,5,1286.15,257.23
,,87f7ff7af1,288,2021-09-25,7,1791.02,255.86
,,9f14417dc1,227,2021-09-25,2,435.66,217.83
PUR-ORD-2023-00658,ANDERSON0001,868a5d09bf,108,2021-07-09,15,11297.7,753.18
,,bb4343218c,103,2021-07-09,12,7962.48,663.54
,,5a800da072,221,2021-07-09,5,2675.15,535.03
,,76f79e85ea,269,2021-07-09,10,5801,580.1
PUR-ORD-2023-00657,LITWARE0001,d3bf294f13,265,2021-06-25,7,8144.43,1163.49
,,3d746cfeec,18,2021-06-25,5,3020.2,604.04
,,88590dbd5a,272,2021-06-25,20,16681.2,834.06
PUR-ORD-2023-00656,ILLINOIS0001,5d3355f2e6,43,2021-05-31,12,3193.8,266.15
,,2df04b049f,134,2021-05-31,15,3784.65,252.31
,,623c7b7a7b,140,2021-05-31,8,1919.6,239.95
,,6b35d1faeb,144,2021-05-31,3,659.07,219.69
PUR-ORD-2023-00655,ELECTRON0001,a869ba1be1,43,2021-01-25,12,3193.8,266.15
,,dd4d19caf6,134,2021-01-25,15,3784.65,252.31
,,92d7cce912,140,2021-01-25,8,1919.6,239.95
,,d36e87a197,144,2021-01-25,3,659.07,219.69
PUR-ORD-2023-00654,ELECTRON0001,211deafcd1,288,2021-06-26,5,1279.3,255.86
,,13c149f742,227,2021-06-26,8,1742.64,217.83
,,245fc83d3e,39,2021-06-26,10,2254.7,225.47
,,3061dbc422,40,2021-06-26,5,1227,245.4
PUR-ORD-2023-00653,INTEGRAT0001,82194f335a,207,2023-01-28,6,15030.24,2505.04
,,36201e7621,110,2021-04-26,9,25069.95,2785.55
,,ff93d5b98d,123,2021-04-26,4,10512.24,2628.06
PUR-ORD-2023-00652,ELECTRON0002,a00a7b982b,25,2021-12-29,50,4399,87.98
,,385397656f,104,2021-12-29,24,1466.4,61.1
,,4924c80da9,23,2021-12-29,13,943.02,72.54
PUR-ORD-2023-00651,ADATUM0001,4248d44d72,200,2023-01-27,5,2309.6,461.92
,,97d6fde09c,106,2023-01-27,12,6542.28,545.19
,,619e201ad3,133,2023-01-27,6,24353.94,4058.99
PUR-ORD-2023-00650,ANDERSON0001,e21d289870,142,2021-07-24,5,12416.9,2483.38
,,7a7b4bbbfe,105,2021-09-30,9,20817.63,2313.07
,,7a0e834dc5,4,2021-09-30,3,6386.01,2128.67
PUR-ORD-2023-00649,INTEGRAT0001,5b0b6db78b,149,2021-02-03,22,4715.92,214.36
,,965f6c7975,152,2021-02-03,20,4549.6,227.48
,,802d01cf37,150,2021-02-03,23,5150.16,223.92
PUR-ORD-2023-00648,ADATUM0001,03dc5802dc,3,2021-11-07,23,12362.73,537.51
,,8702421088,103,2021-11-07,5,3317.7,663.54
,,622923578b,270,2021-11-07,24,13238.88,551.62
,,91543a0bbf,87,2021-11-07,15,9013.8,600.92
PUR-ORD-2023-00647,BUSINESS0001,9196b8f816,200,2021-07-17,15,6928.8,461.92
,,71d80f2177,106,2021-07-17,6,3271.14,545.19
,,104ca3dbbf,133,2021-07-17,5,20294.95,4058.99
,,22ccf083bc,207,2021-07-17,9,22545.36,2505.04
,,a2576ca8b4,110,2021-07-17,6,16713.3,2785.55
PUR-ORD-2023-00646,ILLINOIS0001,bc7fa04873,37,2021-11-30,6,6411.96,1068.66
,,0eeb2c3b2b,261,2021-11-30,7,9311.82,1330.26
,,f0b09504ac,279,2021-11-30,8,9118.96,1139.87
PUR-ORD-2023-00645,INTERNAT0001,c0c65b27e0,102,2021-02-10,5,8619.15,1723.83
,,39b4d296e4,159,2021-02-10,9,13493.34,1499.26
,,4458dc1a23,160,2021-02-10,2,3080.7,1540.35
PUR-ORD-2023-00644,ELECTRON0001,2393ec655c,228,2021-05-08,6,17205.06,2867.51
,,2a6cbe9c03,2,2021-05-08,9,19299.6,2144.4
,,c10b273254,46,2021-05-08,8,15401.04,1925.13
,,9f3354e7b2,47,2021-05-08,6,12609.54,2101.59
PUR-ORD-2023-00643,INTERNAT0001,da34a35cbc,56,2021-12-10,20,304.6,15.23
,,6c7ed9ca8c,57,2021-12-10,30,1740.3,58.01
,,78143b37c1,96,2021-12-10,40,4104.8,102.62
PUR-ORD-2023-00642,LITWARE0001,2f9e09ab3e,102,2021-09-04,9,15514.47,1723.83
,,e9e6fd001b,159,2021-09-04,3,4497.78,1499.26
,,74835d4784,160,2021-09-04,5,7701.75,1540.35
PUR-ORD-2023-00641,ANDERSON0001,f7b116a9c8,46,2021-03-10,9,17326.17,1925.13
,,77b0b83b5c,47,2021-03-10,5,10507.95,2101.59
,,4e2c7a5d08,91,2021-03-10,3,5380.59,1793.53
,,5e6d876c8e,98,2021-03-10,7,12470.29,1781.47
PUR-ORD-2023-00640,ANDERSON0001,dd9dab1e6c,137,2021-05-05,15,4987.8,332.52
,,5230c877bf,34,2021-05-05,20,7214.4,360.72
,,cd50411a71,141,2021-05-05,13,4131.53,317.81
PUR-ORD-2023-00639,PROSE0001,77904a3484,114,2021-10-08,24,13930.08,580.42
,,40ddec0ef5,223,2021-10-08,28,18037.32,644.19
,,dae99e3f95,174,2021-10-08,15,10735.8,715.72
,,fde0d3f6de,103,2021-10-08,12,7962.48,663.54
,,65e6e27542,6,2021-10-08,5,3511.75,702.35
PUR-ORD-2023-00638,BUSINESS0001,030bf1ac87,132,2021-01-24,15,7223.4,481.56
,,3e090581f9,228,2021-01-24,6,17205.06,2867.51
,,2cad4accd5,2,2021-01-24,8,17155.2,2144.4
PUR-ORD-2023-00637,ILLINOIS0001,c22ce8774b,137,2021-12-02,15,4987.8,332.52
,,51c427947f,34,2021-12-02,20,7214.4,360.72
,,2a09352d34,141,2021-12-02,13,4131.53,317.81
PUR-ORD-2023-00636,PROSE0001,e98fcf997c,8,2021-03-27,15,8032.05,535.47
,,2e1735fe02,124,2021-03-27,9,4078.26,453.14
,,e6f0e27941,72,2021-03-27,4,1687.6,421.9
,,637c4b3d75,80,2021-03-27,12,4797.24,399.77
PUR-ORD-2023-00635,INTEGRAT0001,1892ea1e6f,211,2021-06-26,12,10428.36,869.03
,,36b4fac428,210,2021-06-26,5,4279.1,855.82
,,4e5a11a003,54,2021-06-26,9,8230.68,914.52
PUR-ORD-2023-00634,LITWARE0001,3376a4f9e0,114,2021-05-31,24,13930.08,580.42
,,063ecd5441,223,2021-05-31,28,18037.32,644.19
,,e6aad38d9c,174,2021-05-31,5,3578.6,715.72
,,54dcac0a50,103,2021-05-31,21,13934.34,663.54
,,33eb21e788,6,2021-05-31,10,7023.5,702.35
PUR-ORD-2023-00633,ANDERSON0001,53e744eb9f,212,2021-01-31,9,12286.17,1365.13
,,d6fe08db1e,166,2021-01-31,5,5834.45,1166.89
,,ca9238b758,218,2021-01-31,4,4776.12,1194.03
PUR-ORD-2023-00632,LITWARE0001,381a37ec5b,242,2021-01-23,6,9119.1,1519.85
,,dae6d316f6,243,2021-01-23,9,11030.31,1225.59
,,d825dc9335,19,2021-01-23,5,7397.8,1479.56
PUR-ORD-2023-00631,PROSE0001,c401bf159d,210,2021-05-29,10,8558.2,855.82
,,515c5f5ae4,54,2021-05-29,9,8230.68,914.52
,,5db789b646,214,2021-05-29,15,12983.85,865.59
PUR-ORD-2023-00630,ANDERSON0001,b9aebf4d6f,218,2021-10-25,5,5970.15,1194.03
,,6f9be236e3,211,2021-10-25,6,5214.18,869.03
,,c22c9e7977,210,2021-10-25,7,5990.74,855.82
PUR-ORD-2023-00629,INTEGRAT0001,5bb28f4245,19,2021-09-29,9,13316.04,1479.56
,,402f950dc9,212,2021-09-29,5,6825.65,1365.13
,,eb2c78ee9f,166,2021-09-29,2,2333.78,1166.89
PUR-ORD-2023-00628,ADATUM0001,bfa43a4461,242,2021-02-20,9,13678.65,1519.85
,,fc70f68471,243,2021-02-20,2,2451.18,1225.59
,,8a75e74920,19,2021-02-20,7,10356.92,1479.56
PUR-ORD-2023-00627,INTEGRAT0001,66732911ae,160,2021-02-26,5,7701.75,1540.35
,,f6863a743e,163,2021-02-26,9,15362.55,1706.95
,,fdf293cfb3,241,2021-02-26,2,3071.24,1535.62
PUR-ORD-2023-00626,LITWARE0001,13eb7e7aa7,91,2021-06-25,5,8967.65,1793.53
,,7726b2808a,98,2021-06-25,7,12470.29,1781.47
,,4dedbbc41c,102,2021-06-25,2,3447.66,1723.83
,,a65d47d118,159,2021-06-25,9,13493.34,1499.26
PUR-ORD-2023-00625,INTEGRAT0001,a02b449a0e,257,2021-06-26,26,1908.14,73.39
,,35cd125366,258,2021-06-27,60,3035.4,50.59
,,0f6a2f60a1,259,2021-06-27,55,3212,58.4
,,0670c1b910,260,2021-06-27,15,2887.8,192.52
,,f038262aa9,263,2021-06-27,38,2686.98,70.71
PUR-ORD-2023-00624,LITWARE0001,4f68652bb0,234,2021-10-28,10,1355.9,135.59
,,ab1b4d8b17,235,2021-10-28,54,1616.76,29.94
,,3e49046053,254,2021-10-28,52,5053.88,97.19
,,3afdad7755,255,2021-10-28,60,3868.8,64.48
,,384bfead03,256,2021-10-28,47,946.58,20.14
PUR-ORD-2023-00623,ELECTRON0001,1aa4eb195c,230,2021-11-30,12,1359.48,113.29
,,3c3565d878,231,2021-11-30,5,1790.3,358.06
,,a80585a514,232,2021-11-30,54,3335.04,61.76
,,2833430449,233,2021-11-30,60,3162,52.7
PUR-ORD-2023-00622,PROSE0001,e14adae7a5,50,2021-01-22,9,64112.94,7123.66
,,a8dd2460bc,130,2021-01-22,25,2294,91.76
,,7112cfd193,131,2021-01-22,6,1343.94,223.99
,,403560a4da,139,2021-01-22,34,1837.02,54.03
,,96942fa745,229,2021-01-22,59,16769.57,284.23
PUR-ORD-2023-00621,LITWARE0001,13f83c3523,22,2021-08-11,45,2773.35,61.63
,,8d8872a89e,23,2021-08-11,56,4062.24,72.54
,,f12c1a5107,33,2021-08-11,33,1246.74,37.78
,,403cae9154,44,2021-08-11,47,1982.46,42.18
PUR-ORD-2023-00620,ELECTRON0002,8ccc5748f2,135,2021-03-19,60,5578.8,92.98
,,70659caf92,284,2021-03-19,55,2234.65,40.63
,,6c9514d833,285,2021-03-19,10,2602.3,260.23
,,cf1331b147,286,2021-03-19,4,838.48,209.62
PUR-ORD-2023-00619,INTERNAT0001,9df0d48e2a,41,2022-09-06,14,3242.12,231.58
,,ff8ecafa7a,140,2022-09-06,15,3599.25,239.95
,,d1d49d2c85,147,2022-09-06,10,2406.2,240.62
,,e51d859fb0,149,2022-09-06,10,2143.6,214.36
PUR-ORD-2023-00618,INTERNAT0001,2f2e9c2cfb,101,2021-08-27,10,4717.8,471.78
,,6fd5a0d525,24,2021-08-27,15,718.95,47.93
,,f28b1703e1,25,2021-08-27,6,527.88,87.98
,,404af480c5,26,2021-08-27,8,1262.48,157.81
,,ebafbe6cdc,104,2021-08-27,6,366.6,61.1
PUR-ORD-2023-00617,ELECTRON0001,7d00c58301,207,2019-11-01,3,7515.12,2505.04
,,c2407a7a2e,223,2019-11-01,6,3865.14,644.19
PUR-ORD-2023-00616,ILLINOIS0001,7aaa249750,218,2022-09-05,6,7164.18,1194.03
,,a7e247751f,47,2022-09-05,6,12609.54,2101.59
,,b04a4bdbdf,2,2022-09-05,5,10722,2144.4
,,5179ed665f,32,2022-09-05,10,3805.5,380.55
,,d355072324,251,2022-09-05,15,3582,238.8
PUR-ORD-2023-00615,LITWARE0001,895ca8ded3,138,2021-06-29,10,4990.9,499.09
,,31db7bc89f,30,2021-06-29,6,2715.24,452.54
,,694425987a,107,2021-06-29,8,3793.44,474.18
,,5766326c61,126,2021-06-29,15,7663.95,510.93
PUR-ORD-2023-00614,PROSE0001,a502965643,79,2021-09-24,15,8064.45,537.63
,,e3ad8882ae,201,2021-09-24,8,4535.84,566.98
,,9f31a7365d,205,2021-09-24,10,5073.2,507.32
,,cf6ed6d319,29,2021-09-24,5,2858.5,571.7
PUR-ORD-2023-00613,ELECTRON0002,501190a4d2,4,2022-09-02,5,10643.35,2128.67
,,3094e2bca1,76,2022-09-02,10,4999.6,499.96
,,1c5a35df81,70,2022-09-02,10,5811.6,581.16
,,5b0e59cb41,9,2022-09-02,10,7387.1,738.71
,,2915065e8b,210,2022-09-02,8,6846.56,855.82
PUR-ORD-2023-00612,ADATUM0001,e8117fb649,6,2022-08-31,10,7023.5,702.35
,,5be2c5551c,216,2022-08-31,8,5943.52,742.94
